text_clean,text_preprocessed
udh rindu surabaya sebelum corona,"['udh', 'rindu', 'surabaya', 'corona']"
wkwk terdengar bercanda tapi asli pas banget corona kayak menguasai dunia   cepetan kelar pengen main ke surabaya mau karaoke bareng lagi wkwk,"['wkwk', 'dengar', 'canda', 'asli', 'pas', 'banget', 'corona', 'kayak', 'kuasa', 'dunia', 'cepetan', 'kelar', 'ken', 'main', 'surabaya', 'karaoke', 'bareng', 'wkwk']"
update virus corona di surabaya dan jatim  minggu   kasus baru  sembuh covid,"['update', 'virus', 'corona', 'surabaya', 'jatim', 'minggu', 'sembuh', 'covid']"
stasiun gubeng surabaya ramai antre tes cepat corona,"['stasiun', 'gubeng', 'surabaya', 'ramai', 'antre', 'tes', 'cepat', 'corona']"
daerah dengan kematian corona tertinggi kota surabaya dan kota semarang,"['daerah', 'mati', 'corona', 'tinggi', 'kota', 'surabaya', 'kota', 'semarang']"
silahkan disimpulkan sendiri slmt menikmati jkt coba cek anggarannya pasti berlipat juga   kacau kasus corona di jakarta  kali lipat dari surabaya,"['silah', 'simpul', 'slmt', 'nikmat', 'jkt', 'coba', 'cek', 'anggar', 'lipat', 'kacau', 'corona', 'jakarta', 'kali', 'lipat', 'surabaya']"
main ketatan terbukti blm tentu efektif nih pak   kacau kasus corona di jakarta  kali lipat dari surabaya,"['main', 'ketat', 'bukti', 'blm', 'efektif', 'nih', 'kacau', 'corona', 'jakarta', 'kali', 'lipat', 'surabaya']"
lihat info apa yang saya bagikan kacau kasus corona di jakarta  kali lipat dari surabaya,"['lihat', 'info', 'bagi', 'kacau', 'corona', 'jakarta', 'kali', 'lipat', 'surabaya']"
astaga lupa klo skrng tgl  oktbr ultah cosura surabayasmoga kita smua sehat semua dimanapun berada semoga corona segera hilang dan di ijinkan mengadakan event cosplay lg biar bs silaturahim sama temen semuany,"['astaga', 'lupa', 'klo', 'skrng', 'tgl', 'oktbr', 'ultah', 'cosura', 'surabayasmoga', 'smua', 'sehat', 'mana', 'moga', 'corona', 'hilang', 'ijinkan', 'ada', 'event', 'cosplay', 'lg', 'biar', 'bs', 'silaturahim', 'temen', 'semuany']"
kacau kasus corona di jakarta  kali lipat dari surabaya,"['kacau', 'corona', 'jakarta', 'kali', 'lipat', 'surabaya']"
pengen banget nanti tunggu corona selesai pengen ke bandung aki asli surabaya nih,"['ken', 'banget', 'tunggu', 'corona', 'selesai', 'ken', 'bandung', 'aki', 'asli', 'surabaya', 'nih']"
kasus corona lampaui surabaya pekanbaru segera cegah sebaran penularan di hulu,"['corona', 'lampau', 'surabaya', 'pekanbaru', 'cegah', 'sebar', 'tular', 'hulu']"
loker jamp t banyuwangi ongkir jamp t banyuwangi ke malang ongkir jamp t banyuwangi ke surabaya kantor jamp t banyuwangi kota banyuwangi underwater banyuwangi update banyuwangi update corona banyuwangi ubud banyuwangi utara banyuwangi ugo ugo banyuwangi umr banyuwangi umbul umbul byu,"['loker', 'jamp', 't', 'banyuwangi', 'ongkir', 'jamp', 't', 'banyuwangi', 'malang', 'ongkir', 'jamp', 't', 'banyuwangi', 'surabaya', 'kantor', 'jamp', 't', 'banyuwangi', 'kota', 'banyuwangi', 'underwater', 'banyuwangi', 'update', 'banyuwangi', 'update', 'corona', 'banyuwangi', 'ubud', 'banyuwangi', 'utara', 'banyuwangi', 'ugo', 'ugo', 'banyuwangi', 'umr', 'banyuwangi', 'umbul', 'umbul', 'byu']"
hahahaha semoga ini bukan cuma angin sorga pak🙏🙏🙏 eri cahyadi bakal hapus istilah mayoritas dan minoritas di surabaya,"['hahahaha', 'moga', 'angin', 'sorga', 'pak', 'eri', 'cahyadi', 'hapus', 'istilah', 'mayoritas', 'minoritas', 'surabaya']"
jasa wedding konsultan amp  organizer  karna masi corona khusus surabaya dulu aja 😊,"['jasa', 'wedding', 'konsultan', 'amp', 'organizer', 'karna', 'mas', 'corona', 'khusus', 'surabaya', 'aja', '']"
pt bestprofit futures  surabaya saham asiapasifik bervariasi saat kasus corona meningkat  minyak turun,"['pt', 'bestprofit', 'futures', 'surabaya', 'saham', 'asiapasifik', 'variasi', 'corona', 'tingkat', 'minyak', 'turun']"
harusnya selesai ta aku ke surabaya sm keluarga tp aaargggghhh corona sialannn,"['selesai', 'ta', 'surabaya', 'sm', 'keluarga', 'tp', 'aaargggghhh', 'corona', 'sialannn']"
berharap indonesia khususnya surabaya segera membaik corona hilang untuk lulusan  semoga lekas mendapatkan pekerjaan dan untuk semuanya diberikan kebahagiaan disisa tahun ini,"['harap', 'indonesia', 'surabaya', 'baik', 'corona', 'hilang', 'lulus', 'moga', 'lekas', 'kerja', 'bahagia', 'sisa']"
kesel bgt sama bapak gue lagi corona msh bolehin sodara dari surabaya aka zona merah dateng gue udh matian ngejaga ych amjiroqjsnzjajsnxnox,"['kesel', 'bgt', 'gue', 'corona', 'msh', 'bolehin', 'sodara', 'surabaya', 'aka', 'zona', 'merah', 'dateng', 'gue', 'udh', 'mati', 'ngejaga', 'ych', 'amjiroqjsnzjajsnxnox']"
pemkot surabaya terjunkan tim swab hunter untuk tekan penambahan kasus corona,"['pemkot', 'surabaya', 'terjun', 'tim', 'swab', 'hunter', 'tekan', 'tambah', 'corona']"
permen minyak kayu putih melayani grosir dan eceran wilayah surabaya sidoarjo pasuruan mojokerto dan malang ayo buruan di order  katanta bisa membantu mencegah virus corona  😊☺️,"['permen', 'minyak', 'kayu', 'putih', 'layan', 'grosir', 'ecer', 'wilayah', 'surabaya', 'sidoarjo', 'pasuruan', 'mojokerto', 'malang', 'ayo', 'buru', 'order', 'katanta', 'bantu', 'cegah', 'virus', 'corona', '']"
surabaya malam ini hujan lebat semoga hujan yang lebat ini turut melunturkan dan membawa pergi corona yang mbuh maneh kudu sambat kyk opo maneh gaeruh aamiin,"['surabaya', 'malam', 'hujan', 'lebat', 'moga', 'hujan', 'lebat', 'luntur', 'bawa', 'pergi', 'corona', 'mbuh', 'maneh', 'kudu', 'sambat', 'kyk', 'opo', 'maneh', 'gaeruh', 'aamiin']"
sewa gerbong agnez mo biasanya klo sewa gerbong itu ke surabaya atau yogya  klo naik pesawat ribet pake tes tes corona klo naik kereta kan cek suhu tubuh dan pakai masker aja,"['sewa', 'gerbong', 'agnez', 'mo', 'klo', 'sewa', 'gerbong', 'surabaya', 'yogya', 'klo', 'pesawat', 'ribet', 'pake', 'tes', 'tes', 'corona', 'klo', 'kereta', 'cek', 'suhu', 'tubuh', 'pakai', 'masker', 'aja']"
kalo ga ada corona mungkin skrg udah d surabaya kali yakkk huhu so saad that i cant attend my cousins wedding 😢,"['kalo', 'ga', 'corona', 'skrg', 'udah', 'd', 'surabaya', 'kali', 'yakkk', 'huhu', 'so', 'saad', 'that', 'i', 'cant', 'attend', 'my', 'cousins', 'wedding', '']"
kangen makanan makanan surabaya please go away corona w mau ke sby😩😩,"['kangen', 'makan', 'makan', 'surabaya', 'please', 'go', 'away', 'corona', 'w', 'sby']"
bang toni beli ketan belinya di kota surabaya ayo kita jaga kesehatan kalau ingin selamat dari corona  sobat twittland jaga kesehatan terapkan protokol kesehatan kita bisa melawan covid,"['bang', 'ton', 'beli', 'ketan', 'beli', 'kota', 'surabaya', 'ayo', 'jaga', 'sehat', 'selamat', 'corona', 'sobat', 'twittland', 'jaga', 'sehat', 'terap', 'protokol', 'sehat', 'lawan', 'covid']"
para penumpang kereta api wilayah pt kai daop  surabaya kini dapat melakukan perjalanan tanpa harus membawa surat bebas virus corona namun penerapan protokol kesehatan masih tetap harus dipatuhi  video pelonggaran kebijakan penumpang pt kai daop,"['tumpang', 'kereta', 'api', 'wilayah', 'pt', 'kai', 'daop', 'surabaya', 'jalan', 'bawa', 'surat', 'bebas', 'virus', 'corona', 'terap', 'protokol', 'sehat', 'patuh', 'video', 'longgar', 'bijak', 'tumpang', 'pt', 'kai', 'daop']"
ketatkan protokol corona  kelurahan di surabaya nol kasus,"['ketat', 'protokol', 'corona', 'lurah', 'surabaya', 'nol']"
jangan sampai aksi demo menjadi cluster penyebaran virus corona jaga diri selamatkan kita semua,"['aksi', 'demo', 'cluster', 'sebar', 'virus', 'corona', 'jaga', 'selamat']"
pingin dah habis corona ngetrip ke jakarta abis tu ke bandung abis tu ke malang abis tu ke surabaya abis tu balik deh ke lombok,"['pingin', 'dah', 'habis', 'corona', 'ngetrip', 'jakarta', 'abis', 'tu', 'bandung', 'abis', 'tu', 'malang', 'abis', 'tu', 'surabaya', 'abis', 'tu', 'deh', 'lombok']"
surabaya malang sama bajoo pls corona cpt selesai,"['surabaya', 'malang', 'bajoo', 'pls', 'corona', 'cpt', 'selesai']"
oh semarang aku kuliah di jogja tapi lagi balik ke surabaya gegara corona 🥺 tapi deket banget tau kita sebenernya huu kapankapan kita meet up ya kalau dah selesai corona ini btw nama kamu siapa omg aku lupaaa nanya😭💖,"['oh', 'semarang', 'kuliah', 'jogja', 'surabaya', 'gegara', 'corona', '', 'deket', 'banget', 'tau', 'sebenernya', 'huu', 'kapankapan', 'meet', 'up', 'ya', 'dah', 'selesai', 'corona', 'btw', 'nama', 'omg', 'lupaaa', 'nanya']"
kasus corona melandai pemkot surabaya belum berani buka sekolah tatap muka,"['corona', 'landai', 'pemkot', 'surabaya', 'berani', 'buka', 'sekolah', 'tatap', 'muka']"
menurut berita surabaya mulai menghijau tapi covidcorona semakin mendekat kmrn bos besar positif corona td pagi teman seruangan positif corona juga,"['berita', 'surabaya', 'hijau', 'covidcorona', 'dekat', 'kmrn', 'bos', 'positif', 'corona', 'td', 'pagi', 'teman', 'ruang', 'positif', 'corona']"
kota surabaya catat rekor terendah soal pasien corona,"['kota', 'surabaya', 'catat', 'rekor', 'rendah', 'pasien', 'corona']"
sepekan corona di surabaya ratarata kasus turun,"['pek', 'corona', 'surabaya', 'ratarata', 'turun']"
menikmati malam dikota surabaya sebelum corona melanda,"['nikmat', 'malam', 'kota', 'surabaya', 'corona', 'landa']"
di surabaya kakkk mm kalau corona dah kelar rencana mau ke jkt nih sambut aku ya kakzzz🥰  oiya pernah denger sebumnya mantep katanya xixixi otw mencarinya🤤,"['surabaya', 'kakkk', 'mm', 'corona', 'dah', 'kelar', 'rencana', 'jkt', 'nih', 'sambut', 'ya', 'kakzzz', 'oiya', 'denger', 'sebum', 'mantep', 'xixixi', 'otw', 'cari']"
surabaya menurun kasus corona dari bulan ke bulan gatau mau seneng apa mau miris awal masuk gembor  gembornya corona sampai agustus kasus corona naik  naik dan naik,"['surabaya', 'turun', 'corona', 'gatau', 'neng', 'miris', 'masuk', 'gembor', 'gembor', 'corona', 'agustus', 'corona']"
berurutan screenshot first media tangerang surabaya singapore router tolong dibantu mas masak  hari seperti ini router sudah diganti tapi ga ngefek juga bolak balik telfon pulsa habis mas lama jaman corona ga ada penghasilan ngandelin jualan online tapi inet kacau,"['rurut', 'screenshot', 'first', 'media', 'tangerang', 'surabaya', 'singapore', 'router', 'tolong', 'bantu', 'mas', 'masak', 'router', 'ganti', 'ga', 'ngefek', 'bolak', 'telfon', 'pulsa', 'habis', 'mas', 'jaman', 'corona', 'ga', 'hasil', 'ngandelin', 'jual', 'online', 'inet', 'kacau']"
eits jangan salah bu rizma jg pernah d serang buzzer gara ngamuk kemaren pas corona surabaya buzzer emang gak punya otak sekali nyenggol dikit langsung nyerang,"['eits', 'salah', 'bu', 'rizma', 'jg', 'd', 'serang', 'buzzer', 'gara', 'ngamuk', 'kemaren', 'pas', 'corona', 'surabaya', 'buzzer', 'emang', 'gak', 'otak', 'nyenggol', 'dikit', 'langsung', 'nyerang']"
andaikan gk corona udah lama kita keliling surabaya😭,"['andai', 'gk', 'corona', 'udah', 'keliling', 'surabaya']"
budidaya lele semakin menggairahkan disaat pandemi corona virus saat ini yuk marii  lele organik sidoarjo  surabaya,"['budidaya', 'lele', 'gairah', 'saat', 'pandemi', 'corona', 'virus', 'yuk', 'mari', 'lele', 'organik', 'sidoarjo', 'surabaya']"
m check melbourne  melbourne di australia  surabaya kota pahlawan      ayo lawan corona   dengan patuhi protokol kesehatan,"['m', 'check', 'melbourne', 'melbourne', 'australia', 'surabaya', 'kota', 'pahlawan', 'ayo', 'lawan', 'corona', 'patuh', 'protokol', 'sehat']"
ntar aja meng kalo dah gada corona corona bajingan ini terakhir jalan jalan begonya malah ke tempat crazy rich surabaya bikin insekyur ajh ಠ︵ಠ,"['ntar', 'aja', 'meng', 'kalo', 'dah', 'gada', 'corona', 'corona', 'bajing', 'jalan', 'jalan', 'bego', 'crazy', 'rich', 'surabaya', 'bikin', 'insekyur', 'ajh', '']"
dengerin  di  bem si jabodetabek demo hari ini lalin sekitar istana ditutup urus akta kelahiran di kota jogja dipermudah tak harus datang ke dinas dukcapil pelumur kotoran ke satgas corona di surabaya jadi tersangka,"['dengerin', 'bem', 'si', 'jabodetabek', 'demo', 'lalin', 'istana', 'tutup', 'urus', 'akta', 'lahir', 'kota', 'jogja', 'mudah', 'dinas', 'dukcapil', 'lumur', 'kotor', 'satgas', 'corona', 'surabaya', 'sangka']"
guru sd di surabaya tes swab corona,"['guru', 'sd', 'surabaya', 'tes', 'swab', 'corona']"
pelumur kotoran ke satgas corona di surabaya jadi tersangka,"['lumur', 'kotor', 'satgas', 'corona', 'surabaya', 'sangka']"
pemkot surabaya klaim  kelurahan sudah nol kasus virus corona,"['pemkot', 'surabaya', 'klaim', 'lurah', 'nol', 'virus', 'corona']"
kapan ya corona dan temanteman ny kelar pengen kembali jd warga kos surabaya capek tiap bulan ada aja perlu cm sehari dua hari abis itu balik karna gada kos 🙃🙃,"['ya', 'corona', 'temanteman', 'ny', 'kelar', 'ken', 'jd', 'warga', 'kos', 'surabaya', 'capek', 'aja', 'cm', 'hari', 'abis', 'karna', 'gada', 'kos', '']"
bebongkaran chat taun lalu nemu fotofoto ketemuan ramerame warga  dari jakarta bogor jogja malang pacitan ketemunya di surabaya sekarang ketemuna seminggu x lewat zoom pengen corona cepet kelar biar bisa ngumpul ramerame lagi,"['bebongkaran', 'chat', 'taun', 'nemu', 'fotofoto', 'ketemu', 'ramerame', 'warga', 'jakarta', 'bogor', 'jogja', 'malang', 'pacitan', 'ketemu', 'surabaya', 'tuna', 'minggu', 'x', 'zoom', 'ken', 'corona', 'cepet', 'kelar', 'biar', 'ngumpul', 'ramerame']"
pt kontakperkasa futures surabaya kontak perkasa futures  stimulus corona tak kunjung cair pasar saham as lesu,"['pt', 'kontakperkasa', 'futures', 'surabaya', 'kontak', 'perkasa', 'futures', 'stimulus', 'corona', 'kunjung', 'cair', 'pasar', 'saham', 'as', 'lesu']"
jogja udah surabaya udah bandung cm  bulan selanjutnya gw tinggal di mana ya enaknya sedapetnya aja deh corona cpt selesai supaya gw bs berpetualang,"['jogja', 'udah', 'surabaya', 'udah', 'bandung', 'cm', 'gw', 'tinggal', 'ya', 'enak', 'sedapetnya', 'aja', 'deh', 'corona', 'cpt', 'selesai', 'gw', 'bs', 'tualang']"
sebenernya itu penyakit sudah ada seperti virus yg lain dia bermutasi kesempatan agar iklan byk msk krn orang klik tautan maka dibikin berita heboh gini corona udh mutasi di surabaya tp ga ada yg muat beritanya knp semua dr china politics,"['sebenernya', 'sakit', 'virus', 'yg', 'mutasi', 'sempat', 'iklan', 'byk', 'msk', 'krn', 'orang', 'klik', 'taut', 'bikin', 'berita', 'heboh', 'gin', 'corona', 'udh', 'mutasi', 'surabaya', 'tp', 'ga', 'yg', 'muat', 'berita', 'knp', 'dr', 'china', 'politics']"
kalo ngga gara corona aku pasti langsung cuss surabaya 😭😭,"['kalo', 'ngga', 'gara', 'corona', 'langsung', 'cuss', 'surabaya', '']"
mantab jawa timur ku 😍 matur nuwun bu  bu rismaharini yang sudah bahu membahu bekerja siang malam membuat kebijakan untuk keselamatan warga jatim dan surabaya juga untuk memutus penyebaran virus corona  lawan demonstrasi yang sebabkan kluster baru virus corona,"['mantab', 'jawa', 'timur', 'ku', '', 'matur', 'nuwun', 'bu', 'bu', 'rismaharini', 'bahu', 'bahu', 'siang', 'malam', 'bijak', 'selamat', 'warga', 'jatim', 'surabaya', 'putus', 'sebar', 'virus', 'corona', 'lawan', 'demonstrasi', 'sebab', 'kluster', 'virus', 'corona']"
kelurahan di surabaya nol kasus virus corona,"['lurah', 'surabaya', 'nol', 'virus', 'corona']"
kelurahan di surabaya nol kasus corona  berita kita cerita kita,"['lurah', 'surabaya', 'nol', 'corona', 'berita', 'cerita']"
pt bestprofit futures  surabaya pasar eropa dibuka beragam karena virus corona membebani sentimen,"['pt', 'bestprofit', 'futures', 'surabaya', 'pasar', 'eropa', 'buka', 'agam', 'virus', 'corona', 'beban', 'sentimen']"
salah satu tempat fav  corona cepatlah berakhir       fitness surabaya,"['salah', 'fav', 'corona', 'cepat', 'fitness', 'surabaya']"
sd tu yg kyk kidzania miniapolis pinisi smp jogjabogormalangsurabaya sma kopasus ama rencananya singapur tp corona,"['sd', 'tu', 'yg', 'kyk', 'kidzania', 'miniapolis', 'pinisi', 'smp', 'jogjabogormalangsurabaya', 'sma', 'kopasus', 'ama', 'rencana', 'singapur', 'tp', 'corona']"
rekor corona di kota surabaya pada oktober,"['rekor', 'corona', 'kota', 'surabaya', 'oktober']"
pekan lalu persebaya surabaya mengumumkan enam anggota skuad mereka terinfeksi covid empat di antaranya merupakan pemain  namun tim berjulukan bajol ijo tersebut tak merlis siapasiapa saja yang positif virus corona,"['pekan', 'baya', 'surabaya', 'umum', 'enam', 'anggota', 'skuad', 'infeksi', 'covid', 'main', 'tim', 'juluk', 'bajol', 'ijo', 'merlis', 'siapasiapa', 'positif', 'virus', 'corona']"
update virus corona surabaya dan jatim  oktober  positif covid tembus  sembuh,"['update', 'virus', 'corona', 'surabaya', 'jatim', 'oktober', 'positif', 'covid', 'tembus', 'sembuh']"
terakhir kelas  ke surabaya kalo gak ada corona mungkin school trip sekarang ke bali,"['kelas', 'surabaya', 'kalo', 'gak', 'corona', 'school', 'trip', 'bal']"
update virus corona di surabaya hari ini  oktober pasien sembuh melonjak  orang total,"['update', 'virus', 'corona', 'surabaya', 'oktober', 'pasien', 'sembuh', 'lonjak', 'orang', 'total']"
jadi kangen surabaya ahaha  tahun d sana belajar cangkrukan karo arek sby malang bolak balik malang cuma pengen ngadem d malang saking panasnya surabaya wkwkwk segera pergi corona agar bisa main ke sana huhu,"['kangen', 'surabaya', 'ahaha', 'd', 'ajar', 'cangkrukan', 'karo', 'arek', 'sby', 'malang', 'bolak', 'malang', 'ken', 'ngadem', 'd', 'malang', 'saking', 'panas', 'surabaya', 'wkwkwk', 'pergi', 'corona', 'main', 'huhu']"
dulu kita tu ngampus selalu bareng dah lah kek sodara kembar emang😭 jadi dia itu kerjanya di jakarta aku di surabaya karna corona kita udah setaun lebih gak pernah ketemu😭 dia udah rapid kok gess inshaallah aman😭,"['tu', 'ngampus', 'bareng', 'dah', 'kek', 'sodara', 'kembar', 'emang', 'kerja', 'jakarta', 'surabaya', 'karna', 'corona', 'udah', 'taun', 'gak', 'ketemu', 'udah', 'rapid', 'gess', 'inshaallah', 'aman']"
orang surabaya teu sieun corona teu sieun isilop sieunna ngan ku walikotana mantep,"['orang', 'surabaya', 'teu', 'sieun', 'corona', 'teu', 'sieun', 'isilop', 'sieunna', 'ngan', 'ku', 'walikotana', 'mantep']"
jual face shield kaca mata apd pelindung wajah anti virus corona amp  bakteri surabaya,"['jual', 'face', 'shield', 'kaca', 'mata', 'apd', 'lindung', 'wajah', 'anti', 'virus', 'corona', 'amp', 'bakteri', 'surabaya']"
and     mngkin ibunya sibuk ngurusi corona  denger² surabaya termasuk yg agak berat kasusnya kita juga harus memahami   diposisi kepala itu tdk cuma ngurusi kedua tangan aja tapi ya perut punggung kaki leher,"['and', 'mngkin', 'ibu', 'sibuk', 'ngurusi', 'corona', 'denger', 'surabaya', 'yg', 'berat', 'kasus', 'paham', 'posisi', 'kepala', 'tdk', 'ngurusi', 'tangan', 'aja', 'ya', 'perut', 'punggung', 'kaki', 'leher']"
gimana kabarnya besok tadikan udah rame ramean ga jaga jarak nempel nempel apakah kalo di rapid test banyak kena covid kahh kalo tidak  gimana solusinya hehe,"['gimana', 'kabar', 'besok', 'tadi', 'udah', 'rame', 'ramean', 'ga', 'jaga', 'jarak', 'nempel', 'nempel', 'kalo', 'rapid', 'test', 'kena', 'covid', 'kahh', 'kalo', 'gimana', 'solusi', 'hehe']"
guiz sharing utk surabaya hindari pusat ya sampe kira² minggu masih membara jan nongkrong² ngopi² lagian masih corona ini ada kabar salah tangkap kupernah salah tangkap amp  itu keluarnya ribet padahal ku nyebut nama seseorang tp katanya ku bohong 😭,"['guiz', 'sharing', 'utk', 'surabaya', 'hindar', 'pusat', 'ya', 'sampe', 'kira', 'minggu', 'bara', 'jan', 'nongkrong', 'ngopi', 'corona', 'kabar', 'salah', 'tangkap', 'pernah', 'salah', 'tangkap', 'amp', 'keluar', 'ribet', 'ku', 'nyebut', 'nama', 'tp', 'ku', 'bohong', '']"
surabaya zona hitam corona ga marahin asal virusnya padahal jelas dari luar wuhan jauh loh,"['surabaya', 'zona', 'hitam', 'corona', 'ga', 'marahin', 'virus', 'wuhan', 'loh']"
hari ini surabaya membara corona wedi karo panas jadi mungkin banyak pendemo yang bakarbakar agar korona ilang semangat lurr mosok lek wis hampir seluruh indonesia demo dpr sek mbidek coba pikirkan lagi akibat omnibuslaw seluruh elemen buruh mahasiswa murid demo,"['surabaya', 'bara', 'corona', 'wedi', 'karo', 'panas', 'demo', 'bakarbakar', 'korona', 'ilang', 'semangat', 'lurr', 'mosok', 'lek', 'wis', 'indonesia', 'demo', 'dpr', 'sek', 'mbidek', 'coba', 'pikir', 'akibat', 'omnibuslaw', 'elemen', 'buruh', 'mahasiswa', 'murid', 'demo']"
wajib nder kalo corona udah hilang surabaya kotanya enak buat jalanjalan meskipun jalan kaki apalagi ke bagian kota tua ❤️,"['wajib', 'nder', 'kalo', 'corona', 'udah', 'hilang', 'surabaya', 'kota', 'enak', 'jalanjalan', 'jalan', 'kaki', 'kota', 'tua', '']"
pengen ke luar kota tapi corona  kayanya beres corona mau cobain ah ke surabaya 😌,"['ken', 'kota', 'corona', 'kaya', 'beres', 'corona', 'cobain', 'ah', 'surabaya', '']"
beredar kabar jw marriott surabaya dijual rp  triliun gegara pandemi corona,"['edar', 'kabar', 'jw', 'marriott', 'surabaya', 'jual', 'rp', 'triliun', 'gegara', 'pandemi', 'corona']"
sungguhan ni corona uda ga ada di surabaya 🥺,"['sungguh', 'ni', 'corona', 'uda', 'ga', 'surabaya', '']"
alasan aku gak ikut demo  gak seberapa ngerti sama masalahnya  takut corona  takut sama panase surabaya wkwk,"['alas', 'gak', 'demo', 'gak', 'ngerti', 'takut', 'corona', 'takut', 'panase', 'surabaya', 'wkwk']"
sopir ambulans di surabaya meninggal karena corona,"['sopir', 'ambulans', 'surabaya', 'tinggal', 'corona']"
id cabang terdekat dari tempat saya hanya di malang atau surabaya dan ini masa pandemi corona apa tidak bisa dilakukan dg online saja,"['id', 'cabang', 'dekat', 'malang', 'surabaya', 'pandemi', 'corona', 'dg', 'online']"
sopir ambulans di surabaya meninggal akibat corona  berita trans  lewat,"['sopir', 'ambulans', 'surabaya', 'tinggal', 'akibat', 'corona', 'berita', 'trans']"
yang mau demo di surabaya semangat yaa maskernya jangan sampe melorot ingeto masi ada corona 👍🏼,"['demo', 'surabaya', 'semangat', 'yaa', 'masker', 'sampe', 'lorot', 'ingeto', 'mas', 'corona', '']"
sopir ambulans di surabaya jadi koban keganasan virus corona alil arof demikian ia disapa dia merupakan sopir ambulans puskesmas medokan ayu surabaya alif dipastikan meninggal dunia karena covid setelah sempat menjalani perawatan selama  hari…,"['sopir', 'ambulans', 'surabaya', 'koban', 'ganas', 'virus', 'corona', 'alil', 'arof', 'sapa', 'sopir', 'ambulans', 'puskesmas', 'medok', 'ayu', 'surabaya', 'alif', 'tinggal', 'dunia', 'covid', 'jalan', 'awat', 'hari']"
di surabaya gitu gk ada ta daftar online utk bantuan umkm sperti daerah lain  jujur marah skli dlu kesiola loket dibuka telat dan yg masuk hanya hnya separoh krn yg lain gk bisa masuk dan pendftran dttup langsung sdh corona pintubsmping aj yg dbuka 😠,"['surabaya', 'gitu', 'gk', 'ta', 'daftar', 'online', 'utk', 'bantu', 'umkm', 'sperti', 'daerah', 'jujur', 'marah', 'skli', 'dlu', 'kesiola', 'loket', 'buka', 'telat', 'yg', 'masuk', 'hnya', 'separoh', 'krn', 'yg', 'gk', 'masuk', 'pendftran', 'dttup', 'langsung', 'sdh', 'corona', 'pintubsmping', 'aj', 'yg', 'dbuka', '']"
penataan surabaya kampung kumuh dan strategi risma di tengah corona,"['tata', 'surabaya', 'kampung', 'kumuh', 'strategi', 'risma', 'corona']"
risma klaim surabaya kini berstatus zona kuning corona,"['risma', 'klaim', 'surabaya', 'status', 'zona', 'kuning', 'corona']"
karena pandemi corona maka karyawan harus tinggal di rumah  fasilitas makan full time x kamar sendiri alamat kerja  pakuwon city surabaya  lamaran dikirim ke email ashleyalexandrawebbcom  cantumkan gaji yang diharapkan juga,"['pandemi', 'corona', 'karyawan', 'tinggal', 'rumah', 'fasilitas', 'makan', 'full', 'time', 'x', 'kamar', 'alamat', 'kerja', 'pakuwon', 'city', 'surabaya', 'lamar', 'kirim', 'email', 'ashleyalexandrawebbcom', 'cantum', 'gaji', 'harap']"
dari semalem sampai sekarang surabaya rame demo dpr jancok negara lain pada sibuk ngurusin supaya pasien corona tidak bertambah lahh negara kita malah dipicu yang ada pasien makin banyak jancok,"['semalem', 'surabaya', 'rame', 'demo', 'dpr', 'jancok', 'negara', 'sibuk', 'ngurusin', 'pasien', 'corona', 'tambah', 'lahh', 'negara', 'picu', 'pasien', 'jancok']"
pandemi corona belum berakhir begini saran kapolrestabes surabaya,"['pandemi', 'corona', 'saran', 'kapolrestabes', 'surabaya']"
aku terakhir nonton ibl di surabaya awal maret kemarin huhuhu sebelum corona menyerang,"['nonton', 'ibl', 'surabaya', 'maret', 'kemarin', 'huhuhu', 'corona', 'serang']"
beberapa bulan yang lalu juga ada aksi penolakan omnibus law di surabaya sebelum corona  ehh ada yang bilang halah jarno wah kene fokus kuliah aebayar kuliah larang dan ditakuti nanti kena uu ite dan penjara  lahh kok saiki,"['aksi', 'tolak', 'omnibus', 'law', 'surabaya', 'corona', 'ehh', 'bilang', 'halah', 'jarno', 'kene', 'fokus', 'kuliah', 'aebayar', 'kuliah', 'larang', 'takut', 'kena', 'uu', 'ite', 'penjara', 'lahh', 'saiki']"
andai ga corona pasti seperti ini lg di surabaya,"['andai', 'ga', 'corona', 'lg', 'surabaya']"
kelurahan dengan kasus corona tertinggi di surabaya,"['lurah', 'corona', 'tinggi', 'surabaya']"
kudapan jadul rangin kata si penjual penjualan justru makin bagus pada era corona sehari bisa rp  rb bersih ybs sdh jualan sejak   surabaya indonesia,"['kudap', 'jadul', 'rangin', 'si', 'jual', 'jual', 'bagus', 'era', 'corona', 'hari', 'rp', 'rb', 'bersih', 'ybs', 'sdh', 'jual', 'surabaya', 'indonesia']"
hitstoria today ⚠️ rindu tatap muka sama bapakibu guru tetap semangat untuk guru kece di seluruh jagad raya  berjuang bersama lewati pandemi corona  hari guru internasional  oktober,"['hitstoria', 'today', '', 'rindu', 'tatap', 'muka', 'bapakibu', 'guru', 'semangat', 'guru', 'kece', 'jagad', 'raya', 'juang', 'lewat', 'pandemi', 'corona', 'guru', 'internasional', 'oktober']"
jokowi minta jangan ada kegaduhan saat hadapi corona ini kata kami  pt bestprofit futures cabang surabaya,"['jokowi', 'gaduh', 'hadap', 'corona', 'pt', 'bestprofit', 'futures', 'cabang', 'surabaya']"
