text_clean,text_preprocessed
lg di rumah sakit jaga adek abis kecelakaan masih nyantai bgt liat beritanya di tv ga kepikiran corona nyampe surabaya eh ga lama🙂,"['lg', 'rumah', 'sakit', 'jaga', 'adek', 'abis', 'celaka', 'nyantai', 'bgt', 'liat', 'berita', 'tv', 'ga', 'pikir', 'corona', 'nyampe', 'surabaya', 'eh', 'ga', 'lama']"
surabaya emang gak tentu cuacanya  sehari panas sehari hujan terus  siang panas nyentrong  malem bledakan udan angin kilat   musim orang drop  tp bukan corona,"['surabaya', 'emang', 'gak', 'cuaca', 'hari', 'panas', 'hari', 'hujan', 'siang', 'panas', 'nyentrong', 'malem', 'bledakan', 'udan', 'angin', 'kilat', 'musim', 'orang', 'drop', 'tp', 'corona']"
wingi corona saiki omicron wingi bersama saiki gamon,"['wing', 'corona', 'saiki', 'omicron', 'wing', 'saiki', 'gamon']"
haha aku suspect corona alias anjing keluar juga sekali ke surabaya masa iya langsung sakit demam ga sembuh sembuh,"['haha', 'suspect', 'corona', 'alias', 'anjing', 'surabaya', 'iya', 'langsung', 'sakit', 'demam', 'ga', 'sembuh', 'sembuh']"
asesmen situasi corona kemenkes per  februari surabaya level,"['asesmen', 'situasi', 'corona', 'kemenkes', 'februari', 'surabaya', 'level']"
badan pengawas obat dan makanan bpom memberikan persetujuan protokol uji klinik ppuk vaksin virus corona merah putih vaksin itu dikembangkan universitas airlangga unair surabaya dan pt biotis pharmaceutical indonesia,"['badan', 'awas', 'obat', 'makan', 'bpom', 'tuju', 'protokol', 'uji', 'klinik', 'ppuk', 'vaksin', 'virus', 'corona', 'merah', 'putih', 'vaksin', 'kembang', 'universitas', 'airlangga', 'unair', 'surabaya', 'pt', 'biotis', 'pharmaceutical', 'indonesia']"
aslinya pengen jalan sama temen cuma corona di surabaya katanya naiknya g dibolehin dah 😭,"['asli', 'ken', 'jalan', 'temen', 'corona', 'surabaya', 'naik', 'g', 'dibolehin', 'dah', '']"
asih awal corona naik pesawat cuma berapa orang tuh blm ada harus pcr antigen dll cuma di ambil darahnya doang bahkan ke batam  x pp  trus ka pake di colok hidung syaratnya selanjutnya naik bus gak ada syarat apapun apalagi sekarang bus jakarta surabaya bagus tarif  rb,"['asih', 'corona', 'pesawat', 'orang', 'tuh', 'blm', 'pcr', 'antigen', 'dll', 'ambil', 'darah', 'doang', 'batam', 'x', 'pp', 'trus', 'ka', 'pake', 'colok', 'hidung', 'syarat', 'bus', 'gak', 'syarat', 'apa', 'bus', 'jakarta', 'surabaya', 'bagus', 'tarif', 'rb']"
asih gua umur diatas  th bolak balik jakarta surabaya jakarta purwokerto surabaya purwokerto lebih dari  x selama ada virus corona sampe hari ini blm pernah vaksin alhamdulillah sehat bos,"['asih', 'gua', 'umur', 'atas', 'th', 'bolak', 'jakarta', 'surabaya', 'jakarta', 'purwokerto', 'surabaya', 'purwokerto', 'x', 'virus', 'corona', 'sampe', 'blm', 'vaksin', 'alhamdulillah', 'sehat', 'bos']"
corona berusia  tahun di kotawaringin timur dirujuk ke surabaya,"['corona', 'usia', 'kotawaringin', 'timur', 'rujuk', 'surabaya']"
cerita pasien otg corona di surabaya hotel tempat karantina kotor dan jorok,"['cerita', 'pasien', 'otg', 'corona', 'surabaya', 'hotel', 'karantina', 'kotor', 'jorok']"
update virus corona di surabaya dan lokasi vaksin booster  februari  ada di dukuh kupang,"['update', 'virus', 'corona', 'surabaya', 'lokasi', 'vaksin', 'booster', 'februari', 'dukuh', 'kupang']"
corona naik terus pemkot surabaya kembali ke ptm  persen,"['corona', 'pemkot', 'surabaya', 'ptm', 'persen']"
gt  gelombang covid di bri liga  terus berdatangan kali ini giliran psis semarang yg mengonfirmasi ada  pemainnya yang terjangkit virus corona gt   laga psis semarang vs persebaya surabaya dlm lanjutan bri liga  tuntas tanpa pemenangd kedua tim berbagi poin setelah imbang,"['gt', 'gelombang', 'covid', 'bri', 'liga', 'kali', 'gilir', 'psis', 'semarang', 'yg', 'konfirmasi', 'main', 'jangkit', 'virus', 'corona', 'gt', 'laga', 'psis', 'semarang', 'vs', 'baya', 'surabaya', 'dlm', 'lanjut', 'bri', 'liga', 'tuntas', 'pemenangd', 'tim', 'bagi', 'poin', 'imbang']"
viral cerita pasien corona tanpa gejala dipaksa karantina di tempat isolasi terpusat di surabaya pasien kaget karena tempat isolasi justru tak higienis begini ceritanya,"['viral', 'cerita', 'pasien', 'corona', 'gejala', 'paksa', 'karantina', 'isolasi', 'pusat', 'surabaya', 'pasien', 'kaget', 'isolasi', 'higienis', 'cerita']"
mengingat lonjakan kasus aktif virus corona varian omicron kanreg ii bkn surabaya kembali menggelar vaksinasi dosis ke  booster bagi para pegawai pada senin  pemberian vaksin dosis ke  kali ini diikuti sebanyak  pegawai yang terdiri dari pns dan ppnpn,"['lonjak', 'aktif', 'virus', 'corona', 'varian', 'omicron', 'kanreg', 'ii', 'bkn', 'surabaya', 'gelar', 'vaksinasi', 'dosis', 'booster', 'pegawai', 'senin', 'beri', 'vaksin', 'dosis', 'kali', 'ikut', 'pegawai', 'pns', 'ppnpn']"
tapi alhamdulillah persebaya pulang ke surabaya coba masih dibali kemungkinan besar ada yg kenak juga coba bayangin pemain persebaya  dipanggil timnas  kenak corona    wkwkwk,"['alhamdulillah', 'baya', 'pulang', 'surabaya', 'coba', 'bal', 'yg', 'nak', 'coba', 'bayangin', 'main', 'baya', 'panggil', 'timnas', 'nak', 'corona', 'wkwkwk']"
kerjanya dari rumah udah dilakuin dari sebelum corona kantor di bekasi rumah di surabaya,"['kerja', 'rumah', 'udah', 'dilakuin', 'corona', 'kantor', 'bekas', 'rumah', 'surabaya']"
virus corona di surabaya dan lokasi vaksin booster  januari  kasus covid melonjak,"['virus', 'corona', 'surabaya', 'lokasi', 'vaksin', 'booster', 'januari', 'covid', 'lonjak']"
jdi org surabaya enak ga siii😭😭 dulu  tahun lalu seblum corona aku suka bgt ma surabaya😭😭😭😭 smpe mikir pengen stay disana,"['jdi', 'org', 'surabaya', 'enak', 'ga', 'siii', 'seblum', 'corona', 'suka', 'bgt', 'ma', 'surabaya', 'smpe', 'mikir', 'ken', 'stay', 'sana']"
update virus corona di surabaya dan lokasi vaksin booster  januari ada di royal dan medokan ayu  lewat,"['update', 'virus', 'corona', 'surabaya', 'lokasi', 'vaksin', 'booster', 'januari', 'royal', 'medok', 'ayu']"
virus corona di surabaya dan lokasi vaksin booster  januari ada di rangkah hingga ketabang,"['virus', 'corona', 'surabaya', 'lokasi', 'vaksin', 'booster', 'januari', 'rang', 'ketabang']"
aku terakhir salaman karo cak nun bangbang wetan surabaya sebelum corona menyerang,"['salam', 'karo', 'cak', 'nun', 'bangbang', 'wetan', 'surabaya', 'corona', 'serang']"
didu kita tanya raja kuliner di jakarta surabayamedan  apa dampaknya corona ini  ngk tutup aja bagus,"['didu', 'raja', 'kuliner', 'jakarta', 'surabayamedan', 'dampak', 'corona', 'ngk', 'tutup', 'aja', 'bagus']"
banker   dulu pas masih jadi rm kerja harusnya hk tapi tiap minggu wajib masuk kunjungan ke developer perumahan kerjasama di surabayasidoarjopasuruan   sekarang bsm weekend masuk cuma kalo ada weekend banking dan karena corona jadi belum mulai 😂,"['banker', 'pas', 'rm', 'kerja', 'hk', 'minggu', 'wajib', 'masuk', 'kunjung', 'developer', 'rumah', 'kerjasama', 'surabayasidoarjopasuruan', 'bsm', 'weekend', 'masuk', 'kalo', 'weekend', 'banking', 'corona', '']"
tni al menggelar vaksinasi corona bagi anak berusia  tahun di atas kapal perang kri surabaya  yang bersandar di pelabuhan tanjung mas semarang,"['tni', 'al', 'gelar', 'vaksinasi', 'corona', 'anak', 'usia', 'kapal', 'perang', 'kri', 'surabaya', 'sandar', 'labuh', 'tanjung', 'mas', 'semarang']"
virus corona  polisi omong aku pergi jaauu gak boleh aku asli jawa timur  kapan tgl bulan kmu kesana ke surabaya kos kmu sms kirim aku sana bisa  sama wa kok,"['virus', 'corona', 'polisi', 'omong', 'pergi', 'jaauu', 'gak', 'asli', 'jawa', 'timur', 'tgl', 'kmu', 'kesana', 'surabaya', 'kos', 'kmu', 'sms', 'kirim', 'wa']"
dua warga surabaya dinyatakan positif omicron status otg  newmalangpos – dua warga surabaya dinyatakan terpapar corona varian omicron setelah pulang liburan dari bali kini keduanya dirawat di salah satu rumah sakit di surabaya,"['warga', 'surabaya', 'nyata', 'positif', 'omicron', 'status', 'otg', 'newmalangpos', '', 'warga', 'surabaya', 'nyata', 'papar', 'corona', 'varian', 'omicron', 'pulang', 'libur', 'bal', 'rawat', 'salah', 'rumah', 'sakit', 'surabaya']"
warga surabaya kena corona omicron usai liburan di bali ini penjelasan wali kota,"['warga', 'surabaya', 'kena', 'corona', 'omicron', 'libur', 'bal', 'jelas', 'wali', 'kota']"
kasus covid varian omicron sudah masuk ke jawa timur dua pasien asal surabaya dinyatakan terpapar corona varian omicron apa gejala mereka,"['covid', 'varian', 'omicron', 'masuk', 'jawa', 'timur', 'pasien', 'surabaya', 'nyata', 'papar', 'corona', 'varian', 'omicron', 'gejala']"
dua warga surabaya jawa timur dikonfirmasi terpapar corona varian omicron sepulang liburan dari bali hal itu dibenarkan oleh wali kota surabaya eri cahyadi,"['warga', 'surabaya', 'jawa', 'timur', 'konfirmasi', 'papar', 'corona', 'varian', 'omicron', 'pulang', 'libur', 'bal', 'benar', 'wali', 'kota', 'surabaya', 'eri', 'cahyadi']"
dua warga surabaya dinyatakan terpapar corona varian omicron keduanya kini dirawat di salah satu rumah sakit di surabaya,"['warga', 'surabaya', 'nyata', 'papar', 'corona', 'varian', 'omicron', 'rawat', 'salah', 'rumah', 'sakit', 'surabaya']"
iuofficial kalo corona udah membaik jangan lupa konser lagi di jakarta ya kalo bisa di surabaya lbh bagus lagi 😅,"['iuofficial', 'kalo', 'corona', 'udah', 'baik', 'lupa', 'konser', 'jakarta', 'ya', 'kalo', 'surabaya', 'lbh', 'bagus', '']"
tolong corona jangan meledak lagi aku mau cepet cepet ke surabaya 🙏🏻,"['tolong', 'corona', 'ledak', 'cepet', 'cepet', 'surabaya', '']"
update virus corona di surabaya  desember  covid naik  dan saran pakar soal ppkm nataru,"['update', 'virus', 'corona', 'surabaya', 'desember', 'covid', 'saran', 'pakar', 'ppkm', 'nataru']"
kadang tu dia suka chat  enak ya mas gajimu gede di surabaya aku sama suamiku cuman nakes di kediri gajiku gk seberapa   dlm hati tabungan diakhiratmu banyak nduk mas mu bangga klo kmu crta kmrn nanganin pasien corona gel  atau crta dikirim utk bantu bencana gtu,"['kadang', 'tu', 'suka', 'chat', 'enak', 'ya', 'mas', 'gaji', 'gede', 'surabaya', 'suami', 'cuman', 'nakes', 'diri', 'gaji', 'gk', 'dlm', 'hati', 'tabung', 'akhirat', 'nduk', 'mas', 'mu', 'bangga', 'klo', 'kmu', 'crta', 'kmrn', 'nanganin', 'pasien', 'corona', 'gel', 'crta', 'kirim', 'utk', 'bantu', 'bencana', 'gtu']"
kangen anniv th di surabaya karna corona  tahun gk bisa liat jeketi langsung dan gk bisa ke jakarta 🥺👉👈,"['kangen', 'anniv', 'th', 'surabaya', 'karna', 'corona', 'gk', 'liat', 'jeket', 'langsung', 'gk', 'jakarta', '']"
kapan gw ke surabaya lagi  corona gak selesai² gak bisa pulkam aku 🥲,"['gw', 'surabaya', 'corona', 'gak', 'selesai', 'gak', 'pulkam', '']"
update virus corona di surabaya  november covid naik  dan ppkm jawabali diperpanjang  pekan,"['update', 'virus', 'corona', 'surabaya', 'november', 'covid', 'ppkm', 'jawabali', 'panjang', 'pekan']"
update virus corona di surabaya  november covid naik aturan ke mal saat ppkm level  nataru,"['update', 'virus', 'corona', 'surabaya', 'november', 'covid', 'atur', 'mal', 'ppkm', 'level', 'nataru']"
pt equityworld futures surabaya equity world surabaya  infeksi virus corona pecahkan rekor di eropa,"['pt', 'equityworld', 'futures', 'surabaya', 'equity', 'world', 'surabaya', 'infeksi', 'virus', 'corona', 'pecah', 'rekor', 'eropa']"
pasca corona diskusi diruang terbuka bukan tempatnya namun hasil dan realisasinya  dinkominfo surabaya,"['pasca', 'corona', 'diskusi', 'ruang', 'buka', 'tempat', 'hasil', 'realisasi', 'dinkominfo', 'surabaya']"
equity world surabaya  infeksi virus corona pecahkan rekor di beberapa bagian eropa – equityworld futures surabaya,"['equity', 'world', 'surabaya', 'infeksi', 'virus', 'corona', 'pecah', 'rekor', 'eropa', '', 'equityworld', 'futures', 'surabaya']"
antisipasi lonjakan corona  persen asn surabaya bakal diswab pcr,"['antisipasi', 'lonjak', 'corona', 'persen', 'asn', 'surabaya', 'diswab', 'pcr']"
belum pernah makanya pengen 😭  terakhir sebelum corona cuma ke surabaya sama malang aja   nta di bandung,"['ken', '', 'corona', 'surabaya', 'malang', 'aja', 'nta', 'bandung']"
memori ganasnya corona di gubeng kertajaya surabaya,"['memori', 'ganas', 'corona', 'gubeng', 'kertajaya', 'surabaya']"
mari jemput aku kak wkwk becanda🤣 belum pernah ke surabaya jg ini nanti takut di culik 🚶🚶 kalo corona udah hilang ya kak🤗✨,"['mari', 'jemput', 'kak', 'wkwk', 'becanda', 'surabaya', 'jg', 'takut', 'culik', '', 'kalo', 'corona', 'udah', 'hilang', 'ya', 'kak']"
ang depot surabaya deket indomaret daerah grogol tapi gatau deh corona masih buka apa ngga,"['ang', 'depot', 'surabaya', 'deket', 'indomaret', 'daerah', 'grogol', 'gatau', 'deh', 'corona', 'buka', 'ngga']"
asal aku surabaya tp sebelum corona tiap tahun baru ke bali,"['surabaya', 'tp', 'corona', 'bal']"
main hand phone berselancar dan interaksi dengan sesama pengguna medsos di dunia yang tidak nyata perlu hati hati dan jangan seringsering bisa bisa dianggap punya sepia jadi timbul physical distancing sama seperti situasi ada corona surabaya,"['main', 'hand', 'phone', 'selancar', 'interaksi', 'guna', 'medsos', 'dunia', 'nyata', 'hati', 'hati', 'seringsering', 'anggap', 'sepia', 'timbul', 'physical', 'distancing', 'situasi', 'corona', 'surabaya']"
aku kelahiran solo mas wonogiringadirojo tapi dibawa ke surabaya waktu sd jadi besar di surabaya  sebelum corona kalu mudik ke ngadirojo enggak ke surabaya lagi aku sekarang di bekasi,"['lahir', 'solo', 'mas', 'wonogiringadirojo', 'bawa', 'surabaya', 'sd', 'surabaya', 'corona', 'kalu', 'mudik', 'ngadirojo', 'surabaya', 'bekas']"
aiptu  supriadi bhabin pegirian polsek semampir  sambang warga jl wonokusumo kidul gg  surabaya sosialisasi agar segera vaksin untuk mencegah virus corona   dan mematuhi prokes,"['aiptu', 'supriadi', 'bhabin', 'giri', 'polsek', 'mampir', 'sambang', 'warga', 'jl', 'wonokusumo', 'kidul', 'gg', 'surabaya', 'sosialisasi', 'vaksin', 'cegah', 'virus', 'corona', 'patuh', 'prokes']"
surabaya  ttd gembel jalanan indonesia merdeka yang merasa kebaikan diam duduk manis ini urusan saya dengan tokoh corona no  dunia,"['surabaya', 'ttd', 'gembel', 'jalan', 'indonesia', 'merdeka', 'baik', 'diam', 'duduk', 'manis', 'urus', 'tokoh', 'corona', 'no', 'dunia']"
studi yang dilakukan di surabaya menemukan covid pada sperma pasien corona tanpa gejala kok bisa,"['studi', 'surabaya', 'temu', 'covid', 'sperma', 'pasien', 'corona', 'gejala']"
studi yang dilakukan di surabaya menemukan covid pada sperma pasien corona tanpa gejala kok bisa begini penjelasan riset yang dianalisis selama  bulan,"['studi', 'surabaya', 'temu', 'covid', 'sperma', 'pasien', 'corona', 'gejala', 'jelas', 'riset', 'analis']"
adi sutarwijono ajak pemuda surabaya ikut atasi pandemi covid  ketua dprd kota surabaya adi sutarwijono menilai pemuda merupakan pilar penting dalam penanganan pandemi covid virus corona dan pemulihan ekonomi,"['adi', 'sutarwijono', 'ajak', 'pemuda', 'surabaya', 'atas', 'pandemi', 'covid', 'ketua', 'dprd', 'kota', 'surabaya', 'adi', 'sutarwijono', 'nilai', 'pemuda', 'pilar', 'tangan', 'pandemi', 'covid', 'virus', 'corona', 'pulih', 'ekonomi']"
gak ada yang menarik sih di surabaya selain tempat makan mall kalau mau belanja ujung nya ya makan di mall beda dengan malang ada tempat wisatanya ada sih club bar buat kongkow minumminum tipsy sudah pada buka setelah sempat tutup di jaman corona,"['gak', 'tarik', 'sih', 'surabaya', 'makan', 'mall', 'belanja', 'ujung', 'nya', 'ya', 'makan', 'mall', 'beda', 'malang', 'wisata', 'sih', 'club', 'bar', 'kongkow', 'minumminum', 'tipsy', 'buka', 'tutup', 'jaman', 'corona']"
update virus corona surabaya  oktober  tambah  covid wisata masih sepi pengunjung,"['update', 'virus', 'corona', 'surabaya', 'oktober', 'covid', 'wisata', 'sepi', 'unjung']"
kasus covid di surabaya terus melandai kini kasus aktif positif corona tersisa  orang sebelumnya indonesia mengalami pandemi gelombang kedua bulan juniawal agustus,"['covid', 'surabaya', 'landai', 'aktif', 'positif', 'corona', 'sisa', 'orang', 'indonesia', 'alami', 'pandemi', 'gelombang', 'juniawal', 'agustus']"
sebelum corona merajalela bbln skali 🥺 ini dah thn ga ke surabaya kangeeenn kalo aq ke malang bole la ya meet up wkwkwkw,"['corona', 'rajalela', 'bbln', 'skali', '', 'dah', 'thn', 'ga', 'surabaya', 'kangeeenn', 'kalo', 'aq', 'malang', 'bole', 'la', 'ya', 'meet', 'up', 'wkwkwkw']"
pengen banget ke surabaya nanti deh klo corona mereda main main ke surabaya 🤩,"['ken', 'banget', 'surabaya', 'deh', 'klo', 'corona', 'reda', 'main', 'main', 'surabaya', '']"
data kasus corona hingga vaksinasi di surabaya,"['data', 'corona', 'vaksinasi', 'surabaya']"
enak bgt surabaya udah bebas corona kah,"['enak', 'bgt', 'surabaya', 'udah', 'bebas', 'corona', 'kah']"
update virus corona di surabaya  oktober  covid naik  dan khofifah optimis jatim bangkit,"['update', 'virus', 'corona', 'surabaya', 'oktober', 'covid', 'khofifah', 'optimis', 'jatim', 'bangkit']"
minggu lalu ke surabaya terakhir ke sby sebelum corona walaupun udh ngeh kl sby selalu panas bin sumuk krn pernah kuliah disana th tp kmrn balik kesana kok makin puwanas gak aturan😭😭 lgsg beli es teh poci  gelas i cannot panasnya bnr tembus ke tulang,"['minggu', 'surabaya', 'sby', 'corona', 'udh', 'ngeh', 'kl', 'sby', 'panas', 'bin', 'sumuk', 'krn', 'kuliah', 'sana', 'th', 'tp', 'kmrn', 'kesana', 'puwanas', 'gak', 'atur', 'lgsg', 'beli', 'es', 'teh', 'poci', 'gelas', 'i', 'can', 'not', 'panas', 'bnr', 'tembus', 'tulang']"
kok pada ribut masalah naik motor jauh dulu sebelum ada corona mungkin masih banyak skrg juga yg belabelain naik motor dari jktngawi kota ku dari surabayangawi dan sebaliknya ya karena emang mereka mau ya ga langsung blek jalan terus pasti juga bakal,"['ribut', 'motor', 'corona', 'skrg', 'yg', 'belabelain', 'motor', 'jktngawi', 'kota', 'ku', 'surabayangawi', 'ya', 'emang', 'ya', 'ga', 'langsung', 'blek', 'jalan']"
begini cara prajurit tni di wilayah rungkut surabaya turunkan penyebaran pagebluk corona,"['prajurit', 'tni', 'wilayah', 'rungkut', 'surabaya', 'turun', 'sebar', 'pagebluk', 'corona']"
an kafirnw la iya pasti bohonglah mana ada pastor lulusan vatikan emangnya ngga ada apa seminari diindonesiasemarang jakarta bandung surabaya juga kota lain pasti adalahkalo emang dari vatikan harusnya lebih religiuskulit bersih ini butek comberanpaling juga jebolan yaman,"['an', 'kafirnw', 'la', 'iya', 'bohong', 'pastor', 'lulus', 'vatikan', 'emang', 'ngga', 'seminari', 'diindonesiasemarang', 'jakarta', 'bandung', 'surabaya', 'kota', 'adalahkalo', 'emang', 'vatikan', 'religiuskulit', 'bersih', 'butek', 'comberanpaling', 'jebol', 'yaman']"
update virus corona di surabaya  september covid naik  dan aturan tempat wisata ppkm level     lewat,"['update', 'virus', 'corona', 'surabaya', 'september', 'covid', 'atur', 'wisata', 'ppkm', 'level']"
update virus corona di surabaya  september  tambah   kabupaten di jatim status level,"['update', 'virus', 'corona', 'surabaya', 'september', 'kabupaten', 'jatim', 'status', 'level']"
update virus corona di surabaya  september covid naik  dan  ka lokal yang beroperasi lagi,"['update', 'virus', 'corona', 'surabaya', 'september', 'covid', 'ka', 'lokal', 'operasi']"
update corona surabaya kini perlu diketahui informasinya setelah pemerintah mengumumkan perpanjangan ppkm apa saja informasi terbarunya,"['update', 'corona', 'surabaya', 'informasi', 'perintah', 'umum', 'panjang', 'ppkm', 'informasi', 'baru']"
ada rekomen klinik kecantikan yg affordable tp oke ga di sidoarjo  surabaya pingin balik rutin facial sama pingin benerin ini bopeng 🥲 tapi masih bingung sama masih agak ngeri sedap corona sih ya cari yg udah full vaccinated sama protokol kali ya,"['rekomen', 'klinik', 'cantik', 'yg', 'affordable', 'tp', 'oke', 'ga', 'sidoarjo', 'surabaya', 'pingin', 'rutin', 'facial', 'pingin', 'benerin', 'bopeng', '', 'bingung', 'ngeri', 'sedap', 'corona', 'sih', 'ya', 'cari', 'yg', 'udah', 'full', 'vaccinated', 'protokol', 'kali', 'ya']"
layanan polymerase chain reaction pcr tes covid di kota surabaya kini mampu mendeteksi mutasi virus corona atau sarscov termasuk varian mu,"['layan', 'polymerase', 'chain', 'reaction', 'pcr', 'tes', 'covid', 'kota', 'surabaya', 'deteksi', 'mutasi', 'virus', 'corona', 'sarscov', 'varian', 'mu']"
virus corona sudah hampir dua tahun menyerang seluruh dunia sebagian besar orang pun sudah bersedia menerima vaksin demi pencegahan gejala yang lebih parah,"['virus', 'corona', 'serang', 'dunia', 'orang', 'sedia', 'terima', 'vaksin', 'cegah', 'gejala', 'parah']"
hi temanteman pest☺ setelah kita mengetahui cara penyebaran virus corona yuk kita pelajarin cara mencegahnya jangan biarkan kasus ini meningkat terus  whatsapp   email  infoid bali amp  bmsurabayaid surabaya,"['hi', 'temanteman', 'pest', 'sebar', 'virus', 'corona', 'yuk', 'pelajarin', 'cegah', 'biar', 'tingkat', 'whatsapp', 'email', 'infoid', 'bal', 'amp', 'bmsurabayaid', 'surabaya']"
kasus corona atau covid di wilayah jakarta dan surabaya turun dalam beberapa hari terakhir mungkinkan kedua wilayah itu turun status ke ppkm level,"['corona', 'covid', 'wilayah', 'jakarta', 'surabaya', 'turun', 'mungkin', 'wilayah', 'turun', 'status', 'ppkm', 'level']"
pasien corona di surabaya membuat gempar karena disebut memiliki ct value ekstrem  menkes memastikan fenomena ini bukan karena adanya varian baru,"['pasien', 'corona', 'surabaya', 'gempar', 'milik', 'ct', 'value', 'ekstrem', 'menkes', 'fenomena', 'varian']"
virus corona di surabaya  september  covid turun ppkm tetap diperpanjang,"['virus', 'corona', 'surabaya', 'september', 'covid', 'turun', 'ppkm', 'panjang']"
kafirnw mae memoryusang    sjamsu        al quran berbahasa arab memang benar nabi muhammad saw berbahasa arabbenar adanya  para penghuni surga berbahasa arab mungkin sj berbahasa apapun mungkin jg apa yg tidak muntkin di surga  di surga kalau ketemu orang surabaya mungkin akan menyapa dg bhs cuk nang endi ae,"['kafirnw', 'mae', 'memoryusang', 'sjamsu', 'al', 'quran', 'bahasa', 'arab', 'nabi', 'muhammad', 'saw', 'bahasa', 'arabbenar', 'huni', 'surga', 'bahasa', 'arab', 'sj', 'bahasa', 'apa', 'jg', 'yg', 'muntkin', 'surga', 'surga', 'ketemu', 'orang', 'surabaya', 'sapa', 'dg', 'bhs', 'cuk', 'nang', 'endi', 'ae']"
sophia hanana wijaya siswa sd muhammadiyah  surabaya menerima piala juara  video kreatif merdeka dari corona,"['sophia', 'hanana', 'wijaya', 'siswa', 'sd', 'muhammadiyah', 'surabaya', 'terima', 'piala', 'juara', 'video', 'kreatif', 'merdeka', 'corona']"
rsli surabaya buka suara soal fenomena nilai ct value rendah pada pasien covid nilai ct value pada pasien corona di sana pun tak umum yakni,"['rsli', 'surabaya', 'buka', 'suara', 'fenomena', 'nilai', 'ct', 'value', 'rendah', 'pasien', 'covid', 'nilai', 'ct', 'value', 'pasien', 'corona']"
heboh fenomena aneh pasien covid di surabaya punya ct value  mungkinkah tanda varian corona baru sudah bersarang di ri jangan buruburu ini kata pakar,"['heboh', 'fenomena', 'aneh', 'pasien', 'covid', 'surabaya', 'ct', 'value', 'tanda', 'varian', 'corona', 'sarang', 'ri', 'buruburu', 'pakar']"
fenomena aneh ct value  pada pasien corona surabaya diduga terinfeksi varian baru sebenarnya apa sih artinya ct value,"['fenomena', 'aneh', 'ct', 'value', 'pasien', 'corona', 'surabaya', 'duga', 'infeksi', 'varian', 'sih', 'ct', 'value']"
pasien covid di surabaya disebut memiliki ct value  apa artinya mungkinkah jumlah virus corona dalam pasien tersebut meledakledak ini kata pakar,"['pasien', 'covid', 'surabaya', 'milik', 'ct', 'value', 'virus', 'corona', 'pasien', 'meledakledak', 'pakar']"
salah satu pasien covid di surabaya dilaporkan memiliki ct value yang sangat rendah yakni  terkait varian baru corona,"['salah', 'pasien', 'covid', 'surabaya', 'lapor', 'milik', 'ct', 'value', 'rendah', 'kait', 'varian', 'corona']"
sebagai bentuk dukungan terhadap pemerintah untuk memutus rantai penyebaran infeksi virus corona dan menekan angka kasus covid bpegawai dan keluarga kanwil bea cukai jatim i turut memperoleh vaksinasi yang diselenggarakan di surabaya rabu   👉,"['bentuk', 'dukung', 'perintah', 'putus', 'rantai', 'sebar', 'infeksi', 'virus', 'corona', 'tekan', 'angka', 'covid', 'bpegawai', 'keluarga', 'kanwil', 'bea', 'cukai', 'jatim', 'i', 'oleh', 'vaksinasi', 'selenggara', 'surabaya', 'rabu', '']"
kapan yaa bisa go to surabaya city lagiiii corona oh corona  surabayadesember  silaturahmi dgn pak syaeful bupati sidoarjo  yang dari wilayah surabayaamp sekitarnya cung,"['yaa', 'go', 'to', 'surabaya', 'city', 'lagiiii', 'corona', 'oh', 'corona', 'surabayadesember', 'silaturahmi', 'dgn', 'syaeful', 'bupati', 'sidoarjo', 'wilayah', 'surabayaamp', 'cung']"
wkwk gatau kenapa aku salah satu orang yang mo beli tournya yang di surabaya tapi ya gitu ke undur karna corona jadi belum beli eh skrg ke undur lagi karna kasusnya suka sama coki tretan dan mli kalo di tanya kenapa bisa suka ya bingung juga jawabnya😅,"['wkwk', 'gatau', 'salah', 'orang', 'mo', 'beli', 'tournya', 'surabaya', 'ya', 'gitu', 'undur', 'karna', 'corona', 'beli', 'eh', 'skrg', 'undur', 'karna', 'kasus', 'suka', 'cok', 'tretan', 'mli', 'kalo', 'suka', 'ya', 'bingung', 'jawab']"
tim peneliti vaksin merah putih unair surabayamenyatakan bahwa vaksin virus corona buatan anak bangsa tsb akan siap digunakan pada awal thn  stlh memperoleh hasil yg baik saat uji praklinik tahap i hal tsb diungkapkan oleh  prof fedik abdul rantam,"['tim', 'teliti', 'vaksin', 'merah', 'putih', 'unair', 'surabayamenyatakan', 'vaksin', 'virus', 'corona', 'buat', 'anak', 'bangsa', 'tsb', 'thn', 'stlh', 'oleh', 'hasil', 'yg', 'uji', 'praklinik', 'tahap', 'i', 'tsb', 'prof', 'fedik', 'abdul', 'rantam']"
pengertian negara kesatuan                      comeback,"['erti', 'negara', 'satu', 'comeback']"
numpak bumel mulyo solo  purwokerto mas   ribu  nek blum naik efek corona opo recommened  naik sugeng rahayu amp  ekasurabaya bumiayu tiket tanya agen e di terminal solo biar jelas,"['numpak', 'bumel', 'mulyo', 'solo', 'purwokerto', 'mas', 'ribu', 'nek', 'blum', 'efek', 'corona', 'opo', 'recommened', 'sugeng', 'rahayu', 'amp', 'ekasurabaya', 'bumiayu', 'tiket', 'agen', 'e', 'terminal', 'solo', 'biar']"
pengertian wawasan nusantara,"['erti', 'wawas', 'nusantara']"
