created_at,id_str,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,text_clean,text_preprocessed
Mon Jun 05 03:42:36 +0000 2023,1665564753442291713,1,0,0,0,in,269065951,1665564753442291713,ICI_Surabaya,https://twitter.com/ICI_Surabaya/status/1665564753442291713,final uel jaman covid ketat nobarnya tembus  orang kalau final ucl berapa ya perkiraan mimin sih  orang ga kebayang serunya berteriak bersama semoga bisa bahagia bersama di akhir sesi,"['final', 'uel', 'jaman', 'covid', 'ketat', 'nobarnya', 'tembus', 'orang', 'final', 'ucl', 'ya', 'kira', 'mimin', 'sih', 'orang', 'ga', 'bayang', 'seru', 'teriak', 'moga', 'bahagia', 'sesi']"
Sat Jun 03 14:04:24 +0000 2023,1664996457408081921,0,1,0,0,in,135868302,1664645699613626368,ijunhooo,https://twitter.com/ijunhooo/status/1664996457408081921,sumpah aku pecinta togamas bgttt dulu pas di surabaya selalu beli buku novel komik di toga mas dan free sampul bening sayangnya di surabaya udah tutup sejak covid😭,"['sumpah', 'cinta', 'togamas', 'bgttt', 'pas', 'surabaya', 'beli', 'buku', 'novel', 'komik', 'toga', 'mas', 'free', 'sampul', 'bening', 'sayang', 'surabaya', 'udah', 'tutup', 'covid']"
Sat Jun 03 08:22:43 +0000 2023,1664910469403127810,0,0,0,0,in,1366544515897565187,1664910469403127810,chuviest,https://twitter.com/chuviest/status/1664910469403127810,kayaknya kalo ga ada covid gue udah pindah ke surabaya 😁,"['kayak', 'kalo', 'ga', 'covid', 'gue', 'udah', 'pindah', 'surabaya', '']"
Thu Jun 01 23:26:00 +0000 2023,1664413012390985728,0,0,0,0,in,1574247171100094464,1663500905776553984,thevoidsees,https://twitter.com/thevoidsees/status/1664413012390985728,dah naik toh dulu kerja di surabaya sebelum covid umr masih an,"['dah', 'kerja', 'surabaya', 'covid', 'umr', 'an']"
Thu Jun 01 11:57:10 +0000 2023,1664239663908028416,0,0,0,0,in,1291246080269545472,1664239663908028416,ngopibareng_id,https://twitter.com/ngopibareng_id/status/1664239663908028416,dengan hasil perputaran ekonomi yang terjadi membuktikan bahwa perekonomian kota surabaya berangsur membaik pasca pandemi covid,"['hasil', 'putar', 'ekonomi', 'bukti', 'ekonomi', 'kota', 'surabaya', 'angsur', 'baik', 'pasca', 'pandemi', 'covid']"
Thu Jun 01 05:46:34 +0000 2023,1664146400324751361,0,0,0,0,in,1179975896452624384,1664146400324751361,metalextra,https://twitter.com/metalextra/status/1664146400324751361,semangat memperingati hari lahirnya pancasila,"['semangat', 'ingat', 'lahir', 'pancasila']"
Thu Jun 01 01:34:32 +0000 2023,1664082973854167040,0,1,0,0,in,1131156742102872065,1663870536286633986,KrismonAdji,https://twitter.com/KrismonAdji/status/1664082973854167040,sebelum covid menyerang surabayasolo  bisa kl jadi  bis²an mangkat mulih cukup  😁 corona datang tarif naik ditambah solar naik kl sementara tidak berlaku,"['covid', 'serang', 'surabayasolo', 'kl', 'bis an', 'mangkat', 'mulih', '', 'corona', 'tarif', 'tambah', 'solar', 'kl', 'laku']"
Wed May 31 05:51:05 +0000 2023,1663785146540236800,0,0,0,0,in,79130206,1663785146540236800,jpnncom,https://twitter.com/jpnncom/status/1663785146540236800,jadwal dan lokasi vaksin covid surabaya hari ini  mei,"['jadwal', 'lokasi', 'vaksin', 'covid', 'surabaya', 'mei']"
Tue May 30 10:18:14 +0000 2023,1663489988720463874,0,0,0,1,in,1477787935193714690,1663486683340492808,youthofmayyyy,https://twitter.com/youthofmayyyy/status/1663489988720463874,gada krn angkatan covid😀 adanya pas smp ke surabayabali,"['gada', 'krn', 'angkat', 'covid', 'pas', 'smp', 'surabayabali']"
Mon May 29 09:58:07 +0000 2023,1663122539810287617,0,0,1,1,in,816345224037343232,1663122539810287617,superradioid,https://twitter.com/superradioid/status/1663122539810287617,sr surabaya  kemajuan teknologi digital memiliki peran penting dalam mempromosikan sekaligus memasarkan potensi pariwisata dan ekonomi kreatif ekraf terlebih pasca pandemi covid  hal tersebutdisampaikan oleh anggota komisi x dpr ri puti,"['sr', 'surabaya', 'maju', 'teknologi', 'digital', 'milik', 'peran', 'promosi', 'pasar', 'potensi', 'pariwisata', 'ekonomi', 'kreatif', 'ekraf', 'pasca', 'pandemi', 'covid', 'tersebutdisampaikan', 'anggota', 'komisi', 'x', 'dpr', 'ri', 'puti']"
Mon May 29 08:11:53 +0000 2023,1663095807145549824,0,0,0,0,in,1372135813924810753,1663012772857389057,fajar_ipnu,https://twitter.com/fajar_ipnu/status/1663095807145549824,saya warga surabaya disabilitas umur  tahun masih punya tanggungan anak sekolah jugasaya cemburu sosial karena saya sejak berakhirnya blt covid  sudah tidak dapat bañsos samasekali sedang yg muda yg sehat yg kerja bertempat tinggal tetap dapat banyak bansos,"['warga', 'surabaya', 'disabilitas', 'umur', 'tanggung', 'anak', 'sekolah', 'jugasaya', 'cemburu', 'sosial', 'blt', 'covid', 'ba sos', 'samasekali', 'yg', 'muda', 'yg', 'sehat', 'yg', 'kerja', 'tempat', 'tinggal', 'bansos']"
Mon May 29 00:20:40 +0000 2023,1662977219046834177,0,0,0,0,in,1372135813924810753,1662487042977300480,fajar_ipnu,https://twitter.com/fajar_ipnu/status/1662977219046834177,saya warga surabaya seorang disabilitas sejak blt covid berakhir  saya tidak dapat bañsos samasekali justru seolah bansos terus menimbulkan kecemburuan sosial karena yg sehat normal bekerja bertempat tinggal tetap dapat banyak bansos,"['warga', 'surabaya', 'disabilitas', 'blt', 'covid', 'ba sos', 'samasekali', 'bansos', 'timbul', 'cemburu', 'sosial', 'yg', 'sehat', 'normal', 'tempat', 'tinggal', 'bansos']"
Sat May 27 12:01:42 +0000 2023,1662428864231116805,0,2,0,1,in,1232928674334281728,1662306458392989696,SutrisnoOky,https://twitter.com/SutrisnoOky/status/1662428864231116805,saya dulu kerja di surabaya sejak covid gak kerja dan gak dibayar padahalkerja sejak,"['kerja', 'surabaya', 'covid', 'gak', 'kerja', 'gak', 'bayar', 'padahalkerja']"
Fri May 26 05:26:28 +0000 2023,1661967014511144960,0,0,0,1,in,43849944,1661967014511144960,zhilmi95,https://twitter.com/zhilmi95/status/1661967014511144960,st trip after covid   kksgpjktjogjasurabayaklbki  lets go,"['st', 'trip', 'after', 'covid', 'kksgpjktjogjasurabayaklbki', 'lets', 'go']"
Thu May 25 09:21:47 +0000 2023,1661663843318370304,0,1,12,19,in,3270403033,1661663219839270912,kenhans03,https://twitter.com/kenhans03/status/1661663843318370304,merupakan tahun kedua penyelenggaraan ibadah haji setelah pandemi covid jumlah ini meningkat  dibanding  embarkasi surabaya memberangkatkan lebih dari  ribu calon haji pada    ri,"['selenggara', 'ibadah', 'haji', 'pandemi', 'covid', 'tingkat', 'banding', 'embarkasi', 'surabaya', 'berangkat', 'ribu', 'calon', 'haji', 'ri']"
Thu May 25 01:28:51 +0000 2023,1661544825467080704,0,1,0,4,in,1675976995,1661532788007501824,kebakar_kabel,https://twitter.com/kebakar_kabel/status/1661544825467080704,ini ges pas covid harganye masih k skrg naik k bisa rikues kalo mau jumbo soale nek aku kdg porsi standar kurang kenyaang wkwkwk  bakmi surabaya cak andri patangpuluhan,"['ges', 'pas', 'covid', 'harganye', 'k', 'skrg', 'k', 'rikues', 'kalo', 'jumbo', 'soale', 'nek', 'kdg', 'porsi', 'standar', 'kenyaang', 'wkwkwk', 'bakmi', 'surabaya', 'cak', 'andri', 'patangpuluhan']"
Tue May 23 09:18:53 +0000 2023,1660938339468599297,0,5,33,37,in,91185042,1660938339468599297,siticeriaselalu,https://twitter.com/siticeriaselalu/status/1660938339468599297,covid dan perang mematisurikan bandara trunojoyo  sumenep tuh satunya yg memiliki bandara loh😍  bandara trunojoyo aktif sejak  setiap hari ada penerbangan disana  baik sumenepsurabaya dan bbrp penerbangan ke pulau lepas pantai sumenep,"['covid', 'perang', 'mematisurikan', 'bandara', 'trunojoyo', 'sumenep', 'tuh', 'satu', 'yg', 'milik', 'bandara', 'loh', 'bandara', 'trunojoyo', 'aktif', 'terbang', 'sana', 'sumenepsurabaya', 'bbrp', 'terbang', 'pulau', 'lepas', 'pantai', 'sumenep']"
Mon May 22 05:11:48 +0000 2023,1660513770576437248,0,0,0,0,in,1610916425107144705,1660241535093596162,AntoAlif6,https://twitter.com/AntoAlif6/status/1660513770576437248,tau nggak gara covid  istilahnya managernya susu beruang langsung bangun vila di bali ama beli ampatment di surabaya,"['tau', 'nggak', 'gara', 'covid', 'istilah', 'managernya', 'susu', 'beruang', 'langsung', 'bangun', 'vila', 'bal', 'ama', 'beli', 'ampatment', 'surabaya']"
Sun May 21 15:33:23 +0000 2023,1660307810079633410,0,0,0,1,in,1261876323913330688,1660256593521557505,masprikk,https://twitter.com/masprikk/status/1660307810079633410,pas covid aja dulu berseteru sama pemkot surabaya 🤭,"['pas', 'covid', 'aja', 'seteru', 'pemkot', 'surabaya', '']"
Sun May 21 07:16:42 +0000 2023,1660182813159882753,0,0,0,3,in,1296736516161454080,1660164181637894144,GubernurG5,https://twitter.com/GubernurG5/status/1660182813159882753,prasetiyo adjem di surabaya kebohongan itu terungkap setelah ojol mati dibegal eh dinyatakan positif covid mayatnya sampai rame pas itu dan akhirnya warga surabaya pada banyak yang gak yakin lagi sama itu virus,"['prasetiyo', 'adjem', 'surabaya', 'bohong', 'ungkap', 'ojol', 'mati', 'begal', 'eh', 'nyata', 'positif', 'covid', 'mayat', 'rame', 'pas', 'warga', 'surabaya', 'gak', 'virus']"
Sat May 20 11:07:21 +0000 2023,1659878473547284481,1,12,0,2,in,304319292,1659878473547284481,brendulukito,https://twitter.com/brendulukito/status/1659878473547284481,info jadwal vaksin covid  dong di stasiun surabaya dan sidoarjo,"['info', 'jadwal', 'vaksin', 'covid', 'stasiun', 'surabaya', 'sidoarjo']"
Fri May 19 12:22:30 +0000 2023,1659534998503063552,0,0,1,0,in,91752845,1659534998503063552,RickoHurley,https://twitter.com/RickoHurley/status/1659534998503063552,kecewa benar dengan samsat manyar surabaya info update di internet  mei  jadwal samsat sore sampai pukul  nyatanya tak mau melayani karena sudah tutup jam  sore alasannya sudah dari jaman covid,"['kecewa', 'samsat', 'manyar', 'surabaya', 'info', 'update', 'internet', 'mei', 'jadwal', 'samsat', 'sore', 'layan', 'tutup', 'jam', 'sore', 'alas', 'jaman', 'covid']"
Fri May 19 07:03:00 +0000 2023,1659454591380127746,0,0,0,0,in,2392460208,1659454591380127746,jawapos,https://twitter.com/jawapos/status/1659454591380127746,jadikan peringatan hut surabaya momentum kebangkitan ekonomi pascapandemi covid,"['jadi', 'ingat', 'hut', 'surabaya', 'momentum', 'bangkit', 'ekonomi', 'pascapandemi', 'covid']"
Fri May 19 06:40:24 +0000 2023,1659448902607859712,0,0,0,0,in,1382170112849899527,1659448902607859712,RSBsby,https://twitter.com/RSBsby/status/1659448902607859712,hallo sahabat rs bhayangkara hs samsoeri mertojoso surabaya kuota vaksinasi covid indovac sudah tersedia  gratiss 😍 yuk buruan yang mau daftar kuota terbatas yaaa  informasi layanan rs bhayangkara surabaya hubungi,"['hallo', 'sahabat', 'rs', 'bhayangkara', 'hs', 'samsoeri', 'mertojoso', 'surabaya', 'kuota', 'vaksinasi', 'covid', 'indovac', 'sedia', 'gratiss', '', 'yuk', 'buru', 'daftar', 'kuota', 'batas', 'yaaa', 'informasi', 'layan', 'rs', 'bhayangkara', 'surabaya', 'hubung']"
Thu May 18 00:23:48 +0000 2023,1658991740966301696,0,0,0,0,in,1372135813924810753,1658114803938865153,fajar_ipnu,https://twitter.com/fajar_ipnu/status/1658991740966301696,saya wrg surabaya difabel stroke kiri  th lalu tdk kerja stelah blt covid  saya tak dpt bansos apapun  bisakah saya mengajukan bansos  sejak status mbr saya non aktif  saya amp  istri sdh ke kelurahan  kali untuk mengajukan tapi tak berhasil,"['wrg', 'surabaya', 'difabel', 'stroke', 'kiri', 'th', 'tdk', 'kerja', 'stelah', 'blt', 'covid', 'dpt', 'bansos', 'apa', 'aju', 'bansos', 'status', 'mbr', 'non', 'aktif', 'amp', 'istri', 'sdh', 'lurah', 'kali', 'aju', 'hasil']"
Wed May 17 08:48:32 +0000 2023,1658756372937207810,0,0,0,0,in,1286703883075514374,1658756372937207810,selaluid,https://twitter.com/selaluid/status/1658756372937207810,lomba ini kegiatan pertama yang diselenggarakan oleh perwosi surabaya yang sebelumnya sempat vakum akibat pandemi covid,"['lomba', 'giat', 'selenggara', 'wosi', 'surabaya', 'vakum', 'akibat', 'pandemi', 'covid']"
Fri May 12 17:07:28 +0000 2023,1657069996235968512,0,0,0,0,in,879661703893467136,1657069996235968512,jnonuwu,https://twitter.com/jnonuwu/status/1657069996235968512,gue h naik kereta dari surabaya ke jakarta memori hp gue penuh pas lagi aju nice pulang konser jalan ke apart dengan keadaan kaki sakit h balik lagi ke sby ampe lusanya kena covid dan ini balesan lo🫵🏻🙂,"['gue', 'h', 'kereta', 'surabaya', 'jakarta', 'memori', 'hp', 'gue', 'penuh', 'pas', 'aju', 'nice', 'pulang', 'konser', 'jalan', 'apart', 'kaki', 'sakit', 'h', 'sby', 'ampe', 'lusa', 'kena', 'covid', 'balesan', 'lo']"
Thu May 11 07:15:09 +0000 2023,1656558545729622018,0,1,0,0,in,2451421398,1656557212985344003,jestershrine,https://twitter.com/jestershrine/status/1656558545729622018,pas naik kereta ditanyain terus udah sampe mana ditanyain ada kendala perjalanan atau nggak  pas aku di jakarta dan kasus covid lagi naik he sent an article about it too tsundere to let me know that hes worried dan pengennya aku cepet balik pulang ke surabaya 😂,"['pas', 'kereta', 'ditanyain', 'udah', 'sampe', 'ditanyain', 'kendala', 'jalan', 'nggak', 'pas', 'jakarta', 'covid', 'he', 'sent', 'an', 'article', 'about', 'it', 'too', 'tsundere', 'to', 'let', 'me', 'know', 'that', 'hes', 'worried', 'ken', 'cepet', 'pulang', 'surabaya', '']"
Thu May 11 04:13:22 +0000 2023,1656512801006063617,0,1,0,1,in,1382170112849899527,1656512801006063617,RSBsby,https://twitter.com/RSBsby/status/1656512801006063617,nah yang kalian tunggutunggu di rs bhayangkara surabaya sudah ada nih vaksin indovacnya  silahkan mendaftar melalui link berikut ini ya 😍   regimen vaksin yang bisa digunakan untuk booster kedua covid bertambah,"['tunggutunggu', 'rs', 'bhayangkara', 'surabaya', 'nih', 'vaksin', 'indovacnya', 'silah', 'daftar', 'link', 'ya', '', 'regimen', 'vaksin', 'booster', 'covid', 'tambah']"
Thu May 11 02:34:43 +0000 2023,1656487973385560065,0,1,0,0,in,1488401498790711296,1655818200305786881,Tofuboyfrien,https://twitter.com/Tofuboyfrien/status/1656487973385560065,bukan karna alasannya dana tapi emang dana nya kurang apalagi waktu covid kemarin mo pakek duid apa korupsi surabaya itu kalau masalah pembangunan infastructur itu gak pernah skala besar karna dia tau bahwa apbd surabaya itu gak gede,"['karna', 'alas', 'dana', 'emang', 'dana', 'nya', 'covid', 'kemarin', 'mo', 'pakek', 'duid', 'korupsi', 'surabaya', 'bangun', 'infastructur', 'gak', 'skala', 'karna', 'tau', 'apbd', 'surabaya', 'gak', 'gede']"
Wed May 10 11:18:48 +0000 2023,1656257476713664514,0,0,0,0,in,1960054898,1656257476713664514,h_______alf,https://twitter.com/h_______alf/status/1656257476713664514,dulu jaman covid naik grab dari stasiun gubengrumah dan aku harus nambah  buat bayar tol pp bapak grabnya padahal tol surabaya gresik ga sampe segitu ga sih tapi ya gapapa nek kata ayah anggep aja sedekah,"['jaman', 'covid', 'grab', 'stasiun', 'gubengrumah', 'nambah', 'bayar', 'tol', 'pp', 'grabnya', 'tol', 'surabaya', 'gresik', 'ga', 'sampe', 'segitu', 'ga', 'sih', 'ya', 'gapapa', 'nek', 'ayah', 'anggep', 'aja', 'sedekah']"
Wed May 10 08:15:04 +0000 2023,1656211235887783936,0,0,0,0,in,1382170112849899527,1656211235887783936,RSBsby,https://twitter.com/RSBsby/status/1656211235887783936,hallo sahabat rs bhayangkara hs samsoeri mertojoso surabaya  kuota vaksinasi covid indovac sudah tersedia  gratiss 😍 yuk buruan yang mau daftar kuota terbatas yaaa  informasi layanan rs bhayangkara surabaya hubungi,"['hallo', 'sahabat', 'rs', 'bhayangkara', 'hs', 'samsoeri', 'mertojoso', 'surabaya', 'kuota', 'vaksinasi', 'covid', 'indovac', 'sedia', 'gratiss', '', 'yuk', 'buru', 'daftar', 'kuota', 'batas', 'yaaa', 'informasi', 'layan', 'rs', 'bhayangkara', 'surabaya', 'hubung']"
Wed May 10 00:24:05 +0000 2023,1656092709776687106,0,0,0,0,in,1497059658921504770,1656092709776687106,RaisyaBila01,https://twitter.com/RaisyaBila01/status/1656092709776687106,tau gak meskipun covid udah berakhir namun polusi udara makin hari makin buruk khusunya di kotakota besar seperti jakarta surabaya bandung dan lainnya maka jangan lupa pakai masker ya temanteman yuk cek masker ini,"['tau', 'gak', 'covid', 'udah', 'polusi', 'udara', 'buruk', 'khusunya', 'kotakota', 'jakarta', 'surabaya', 'bandung', 'lupa', 'pakai', 'masker', 'ya', 'temanteman', 'yuk', 'cek', 'masker']"
Mon May 08 16:50:37 +0000 2023,1655616202935349253,0,3,0,0,in,112347322,1655616202935349253,LingNovia,https://twitter.com/LingNovia/status/1655616202935349253,malam ka apa dibandara juanda surabaya ke soekarno hatta jakarta perlu syarat sudah vaksin covid  semua maskapai atau maskapai tertentu,"['malam', 'ka', 'bandara', 'juanda', 'surabaya', 'soekarno', 'hatta', 'jakarta', 'syarat', 'vaksin', 'covid', 'maskapai', 'maskapai']"
Mon May 08 16:13:15 +0000 2023,1655606801889480704,0,2,0,0,in,112347322,1655606801889480704,LingNovia,https://twitter.com/LingNovia/status/1655606801889480704,kak apa dibandara juanda surabaya ke soekarno hatta jakarta perlu syarat sudah vaksin covid  semua maskapai atau maskapai tertentu,"['kak', 'bandara', 'juanda', 'surabaya', 'soekarno', 'hatta', 'jakarta', 'syarat', 'vaksin', 'covid', 'maskapai', 'maskapai']"
Mon May 08 15:45:24 +0000 2023,1655599791026450433,0,2,0,0,in,112347322,1655599791026450433,LingNovia,https://twitter.com/LingNovia/status/1655599791026450433,malam ka apakah kereta api dari stasiun jombangsurabaya ke jakarta perlu vaksin covid  tolong bantu pastikan dulu soalnya orang lansia nanti sudah sampai sana ga bisa naik hangus kasian balik lagi,"['malam', 'ka', 'kereta', 'api', 'stasiun', 'jombangsurabaya', 'jakarta', 'vaksin', 'covid', 'tolong', 'bantu', 'pasti', 'orang', 'lansia', 'ga', 'hangus', 'kasi']"
Sun May 07 22:46:36 +0000 2023,1655343401750110208,0,0,0,0,in,21287066,1655343401750110208,beritajatimcom,https://twitter.com/beritajatimcom/status/1655343401750110208,semakin meningkat di jatim ketahui gejala covid arcturus varian baru tak cuma flu dan batuk  meskipun who sudah mencabut level emergensi akan tetapi pandemi covid tetap belum usai justru muncul…     via,"['tingkat', 'jatim', 'tahu', 'gejala', 'covid', 'arcturus', 'varian', 'flu', 'batuk', 'who', 'cabut', 'level', 'emergensi', 'pandemi', 'covid', 'muncul', 'via']"
Sun May 07 17:50:48 +0000 2023,1655268962907860993,0,0,0,0,in,1359364190419341314,1655268962907860993,CelahId,https://twitter.com/CelahId/status/1655268962907860993,organisasi kesehatan dunia who secara resmi mengumumkan bahwa covid bukan lagi darurat kesehatan global dengan demikian penyebaran covid bukan lagi berstatus pandemi,"['organisasi', 'sehat', 'dunia', 'who', 'resmi', 'umum', 'covid', 'darurat', 'sehat', 'global', 'sebar', 'covid', 'status', 'pandemi']"
Sun May 07 15:01:32 +0000 2023,1655226365971664896,0,0,0,0,in,106888937,1655226365971664896,anggiazai,https://twitter.com/anggiazai/status/1655226365971664896,belum bisa kebayang bolakbalik jogjasurabaya saat hamil buat menyelesaikan tesis ujian waktu hamil besar wisudaan pasca lahiran anak bayi yang baru berapa hari semangat   karena covid semua sudah terlewati secara online ’,"['bayang', 'bolakbalik', 'jogjasurabaya', 'hamil', 'selesai', 'tesis', 'uji', 'hamil', 'wisuda', 'pasca', 'lahir', 'anak', 'bayi', 'semangat', 'covid', 'lewat', 'online', '']"
Sat May 06 19:23:57 +0000 2023,1654930017254768642,0,0,0,1,in,228252511,1654681068858122240,NuchaNC,https://twitter.com/NuchaNC/status/1654930017254768642,ketika who sudah bilang bebas covid walikota surabaya knp membesarkan😂,"['who', 'bilang', 'bebas', 'covid', 'walikota', 'surabaya', 'knp', 'besar']"
Sat May 06 15:43:55 +0000 2023,1654874640651808770,0,0,0,0,in,48430408,1654801964180570112,info_mantaps,https://twitter.com/info_mantaps/status/1654874640651808770,rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi malam minggu the medium  jokowi surabaya,"['rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'malam', 'minggu', 'the', 'medium', 'jokowi', 'surabaya']"
Sat May 06 15:43:18 +0000 2023,1654874486926360576,0,0,0,0,in,48430408,1654783581221441536,info_mantaps,https://twitter.com/info_mantaps/status/1654874486926360576,id rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi malam minggu the medium  jokowi surabaya,"['id', 'rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'malam', 'minggu', 'the', 'medium', 'jokowi', 'surabaya']"
Sat May 06 15:40:31 +0000 2023,1654873788406956033,0,0,0,0,in,48430408,1648648071650369536,info_mantaps,https://twitter.com/info_mantaps/status/1654873788406956033,kira rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi malam minggu the medium  jokowi surabaya,"['rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'malam', 'minggu', 'the', 'medium', 'jokowi', 'surabaya']"
Sat May 06 15:33:26 +0000 2023,1654872004699504640,0,0,0,0,in,48430408,1654827705999958016,info_mantaps,https://twitter.com/info_mantaps/status/1654872004699504640,pddki rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi malam minggu the medium  jokowi surabaya,"['pddki', 'rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'malam', 'minggu', 'the', 'medium', 'jokowi', 'surabaya']"
Sat May 06 13:30:45 +0000 2023,1654841128393531459,0,0,0,0,in,48430408,1654754083511881730,info_mantaps,https://twitter.com/info_mantaps/status/1654841128393531459,rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi david yulianto  jokowi surabaya,"['rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'david', 'yulianto', 'jokowi', 'surabaya']"
Sat May 06 13:30:04 +0000 2023,1654840957840556038,0,0,0,0,in,48430408,1654745259782569986,info_mantaps,https://twitter.com/info_mantaps/status/1654840957840556038,kira rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi david yulianto  jokowi surabaya,"['rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'david', 'yulianto', 'jokowi', 'surabaya']"
Sat May 06 13:20:23 +0000 2023,1654838519528046594,0,0,0,0,in,48430408,1654653529762697217,info_mantaps,https://twitter.com/info_mantaps/status/1654838519528046594,idha rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi david yulianto  jokowi surabaya,"['idha', 'rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'david', 'yulianto', 'jokowi', 'surabaya']"
Sat May 06 13:20:11 +0000 2023,1654838470832197632,0,0,0,0,in,48430408,1654519957995286528,info_mantaps,https://twitter.com/info_mantaps/status/1654838470832197632,pegl rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi david yulianto  jokowi surabaya,"['pegl', 'rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'david', 'yulianto', 'jokowi', 'surabaya']"
Sat May 06 12:46:18 +0000 2023,1654829942839066624,0,0,0,0,in,48430408,1654763256282771456,info_mantaps,https://twitter.com/info_mantaps/status/1654829942839066624,jkt rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi david yulianto  jokowi surabaya,"['jkt', 'rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'david', 'yulianto', 'jokowi', 'surabaya']"
Sat May 06 12:43:15 +0000 2023,1654829178267779073,0,0,0,0,in,48430408,1654667994302394373,info_mantaps,https://twitter.com/info_mantaps/status/1654829178267779073,lestari rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi david yulianto  jokowi surabaya,"['lestari', 'rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'david', 'yulianto', 'jokowi', 'surabaya']"
Sat May 06 12:39:22 +0000 2023,1654828197865979904,0,0,0,0,in,48430408,1654752271480258562,info_mantaps,https://twitter.com/info_mantaps/status/1654828197865979904,perjuangan rigen david yulianto bpjs covid  m perut chindo presiden siang polandia  kakashi dino begadang jessica mila 📷 pupr raja inggris civic kakashi david yulianto  jokowi surabaya,"['juang', 'rigen', 'david', 'yulianto', 'bpjs', 'covid', 'm', 'perut', 'chindo', 'presiden', 'siang', 'polandia', 'kakashi', 'dino', 'begadang', 'jessica', 'mila', '', 'pupr', 'raja', 'inggris', 'civic', 'kakashi', 'david', 'yulianto', 'jokowi', 'surabaya']"
Sat May 06 12:34:54 +0000 2023,1654827073926742018,0,0,0,0,in,832172010599968768,1654819574607675399,Naye_______,https://twitter.com/Naye_______/status/1654827073926742018,dari sebelum covid juga udah pake masker kalo pulang pergi kuliah soalnya dulu surabaya sering macet,"['covid', 'udah', 'pake', 'masker', 'kalo', 'pulang', 'pergi', 'kuliah', 'surabaya', 'macet']"
